188,55.921,0.657895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63158,30.921,1.31579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.657895,0,1.97368,6.57895,42.7631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1842,38.8158,7.89474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.89474,3.94737,1.97368,1.97368,1.31579,0,0,1.31579,0.657895,0,0,0,0,0,0,0.657895,0.657895,3.28947,7.23684,3.94737,0.657895,5.26316,1.97368,0,1.97368,4.60526,13.8158,3.94737,0.657895,0,0.657895,0,1.31579,0,1.31579,1.31579,1.31579,0.657895,1.31579,0.657895,0,1.31579,1.31579,7.89474,13.8158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.4837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.653595,0.653595,5.22876,3.92157,4.57516,6.53595,4.57516,5.88235,8.49673,3.92157,1.30719,0.653595,3.26797,1.96078,0.653595,2.61438,1.30719,0,0,0.653595,0,0,0,0,0,0,0,0,0,0,0,0.653595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
244,101.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
231,23.0769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.5385,3.84615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84615,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84615,0,0,3.84615,15.3846,3.84615,7.69231,11.5385,7.69231,0,3.84615,3.84615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84615,3.84615,3.84615,0,0,11.5385,7.69231,3.84615,0,0,3.84615,3.84615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7037,25.9259,14.8148,48.1482,0,3.7037,0,3.7037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,57.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2.5,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,2.5,5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.5,2.5,10,7.5,12.5,5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7.5,7.5,2.5,0,0,2.5,2.5,0,2.5,5,22.5,2.5,5,0,2.5,0,0,0,0,0,0,0,0,10,2.5,0,0,2.5,2.5,5,0,2.5,2.5,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.6585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43902,0,14.6341,9.7561,2.43902,9.7561,0,0,2.43902,0,0,0,0,0,0,2.43902,0,0,0,0,0,0,0,0,0,0,2.43902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,29.0323,9.67742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45161,6.45161,16.129,3.22581,19.3548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.67742,3.22581,25.8065,0,0,0,0,3.22581,6.45161,9.67742,3.22581,6.45161,0,0,0,0,0,0,0,3.22581,0,6.45161,0,0,3.22581,0,3.22581,3.22581,0,0,3.22581,0,0,0,3.22581,0,0,0,3.22581,6.45161,9.67742,3.22581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45161,0,0,3.22581,3.22581,6.45161,35.4839,0,38.7097,3.22581,3.22581,0,0,0,0,0,0,0,0,0,0,3.22581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,12.5,6.25,6.25,6.25,3.125,0,3.125,3.125,6.25,0,0,3.125,0,3.125,0,3.125,0,0,0,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,0,0,0,3.125,0,0
232,102.632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
141,46.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22222,26.6667,11.1111,2.22222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44444,8.88889,40,0,0,0,0,0,0,0,0,4.44444,2.22222,0,0,0,0,4.44444,0,13.3333,4.44444,0,4.44444,0,0,0,2.22222,0,11.1111,6.66667,0,4.44444,2.22222,0,0,0,0,0,2.22222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44444,13.3333,66.6666,6.66667,2.22222,4.44444,2.22222,0,0,0,0,0,0,0,2.22222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.1304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52174,8.69565,6.52174,4.34783,2.17391,2.17391,2.17391,4.34783,0,0,2.17391,0,2.17391,0,0,0,0,0,0,4.34783,0,0,0,2.17391,0,2.17391,0,2.17391,0,0,0,0,2.17391,0,0,0,0,0,0,0,0,0,2.17391,0,0,0,0,0,0,0,0,0,0,0,2.17391,0,2.17391,0,0,0,0,0,0,0,0
218,25.2404,6.00961,5.04808,0.480769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721154,0.961538,7.93269,9.375,8.41346,7.93269,3.125,1.92308,2.16346,0,0,0,0,0,0,0,0,0,0,0,0,0.240385,1.92308,0.480769,0,4.56731,13.7019,16.1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.1347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0192,6.97115,3.125,4.08654,2.40385,0.961538,0.961538,1.92308,0.480769,0.480769,0.721154,0.961538,0.961538,0,0.240385,1.68269,0.721154,0,0.721154,0,0.240385,0,16.1058,0,0.240385,0.480769,0.721154,1.44231,0.480769,0.480769,0.961538,0.480769,0.961538,1.20192,0,0.721154,0.961538,0.721154,1.20192,0.961538,2.40385,3.84615,6.49038,6.73077,12.9808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239808,1.67866,0.719424,0.479616,1.91847,2.63789,5.51559,2.8777,5.75539,2.8777,5.9952,2.8777,4.79616,5.03597,3.11751,6.23501,2.8777,3.83693,2.63789,5.03597,1.91847,1.43885,4.31655,1.67866,1.19904,1.91847,1.43885,0.959233,0.719424,0.239808,0,0.479616,0.239808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
199,25.2319,1.66976,0.742115,0.185529,0.556586,0.556586,0.371058,0.371058,0.556586,1.11317,0.556586,0.742115,0,0.371058,0.742115,0.927644,0.556586,0.742115,0.371058,1.85529,1.48423,2.78293,4.08163,3.52505,4.45269,2.96846,3.15399,2.04082,1.2987,4.08163,2.41187,3.52505,0.742115,0.371058,0.927644,3.33952,2.96846,3.71058,1.48423,2.04082,1.48423,2.22635,1.85529,2.22635,2.78293,22.4489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7884,11.8738,6.30798,8.71985,25.0463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6568,4.26716,4.08163,2.41187,1.2987,1.85529,0.556586,0.742115,0.742115,0.556586,0.556586,0.556586,0.185529,0.185529,0.371058,0.185529,0.371058,0.371058,0.185529,0.742115,0.185529,8.90538,4.08163,9.46197,0,0.185529,0.185529,0,0.556586,0.742115,0.556586,0.371058,0.185529,0.927644,0.556586,0.927644,0.556586,1.48423,0.927644,1.2987,3.71058,2.5974,3.52505,6.30798,17.0686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185185,2.22222,0.740741,2.40741,1.48148,2.03704,1.66667,2.03704,1.48148,1.66667,1.2963,2.77778,3.88889,2.77778,3.51852,3.7037,2.03704,2.22222,2.22222,2.03704,2.22222,1.11111,2.03704,0.925926,2.22222,2.03704,2.22222,2.59259,1.85185,2.77778,1.11111,2.40741,1.48148,3.14815,1.2963,0.740741,0.555556,0.925926,0.37037,0.555556,0.37037,0,0.185185,0,0,0,0.37037,0.185185,0.37037,0,0.37037,0.185185,0,0.185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37037,0,0,0,0,0,0,0,0,0,0,0,0
136,102.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
